job_title,company,location,salary,experience,description,date_posted
Computer Vision Engineer,Paytm,Delhi,3443000,3 years,"Computer Vision Engineer position at Paytm requiring cuda, onnx, tensorflow, image segmentation, yolo, python. Based in Delhi. Looking for 3 years of industry experience.",2024-03-23
Security Engineer,Amazon,Delhi,3324000,8 years,"Security Engineer position at Amazon requiring aws, python, compliance, siem, devsecops. Based in Delhi. Looking for 8 years of industry experience.",2024-11-04
Product Manager,Snowflake,Chennai,4764000,6 years,"Product Manager position at Snowflake requiring roadmap, product strategy, sql, agile, jira, stakeholder management, analytics. Based in Chennai. Looking for 6 years of industry experience.",2024-03-08
AI Engineer,Zoho,Kolkata,2630000,3 years,"AI Engineer position at Zoho requiring python, fastapi, pytorch, aws, prompt engineering. Based in Kolkata. Looking for 3 years of industry experience.",2023-04-25
AI Engineer,Barclays,Singapore,6460000,5 years,"AI Engineer position at Barclays requiring vector databases, docker, llm, langchain, prompt engineering, aws, openai api. Based in Singapore. Looking for 5 years of industry experience.",2025-12-24
Cloud Architect,Together AI,Bengaluru,6406000,3 years,"Cloud Architect position at Together AI requiring docker, aws, networking, ci/cd, kubernetes, security. Based in Bengaluru. Looking for 3 years of industry experience.",2023-02-01
DevOps Engineer,Hexaware,"San Francisco, US",5323000,6 years,"DevOps Engineer position at Hexaware requiring monitoring, ci/cd, aws, docker. Based in San Francisco, US. Looking for 6 years of industry experience.",2024-02-10
Cloud Architect,Together AI,Gurugram,4521000,5 years,"Cloud Architect position at Together AI requiring gcp, networking, docker, ci/cd, devops, security, terraform. Based in Gurugram. Looking for 5 years of industry experience.",2025-07-16
Security Engineer,Atlassian,Mumbai,9912000,15+ years,"Security Engineer position at Atlassian requiring penetration testing, siem, kubernetes, compliance, python, threat modeling, aws. Based in Mumbai. Looking for 15+ years of industry experience.",2025-06-10
Data Analyst,Amazon,Ahmedabad,369000,1 year,"Data Analyst position at Amazon requiring pandas, data visualization, statistics, power bi, sql, r. Based in Ahmedabad. Looking for 1 year of industry experience.",2024-09-30
NLP Engineer,Yellow.ai,Mumbai,3617000,2 years,"NLP Engineer position at Yellow.ai requiring transformers, spacy, huggingface, nltk. Based in Mumbai. Looking for 2 years of industry experience.",2024-11-25
Full Stack Developer,OpenAI,Pune,3352000,8 years,"Full Stack Developer position at OpenAI requiring docker, node.js, aws, git, rest api, typescript. Based in Pune. Looking for 8 years of industry experience.",2024-08-04
Embedded Systems Engineer,Wipro,Chennai,1365000,6 years,"Embedded Systems Engineer position at Wipro requiring linux, can bus, microcontrollers, c, arm. Based in Chennai. Looking for 6 years of industry experience.",2024-04-04
Business Analyst,Paytm,Noida,843000,3 years,"Business Analyst position at Paytm requiring jira, excel, sql, agile. Based in Noida. Looking for 3 years of industry experience.",2023-10-15
Data Analyst,KPMG,Remote,718000,2 years,"Data Analyst position at KPMG requiring excel, power bi, reporting, pandas. Remote-friendly role. Looking for 2 years of industry experience.",2023-06-13
iOS Developer,Meta,Hyderabad,1436000,6 years,"iOS Developer position at Meta requiring rest api, firebase, swiftui, app store. Based in Hyderabad. Looking for 6 years of industry experience.",2025-06-02
Product Manager,SigTuple,Pune,5047000,7 years,"Product Manager position at SigTuple requiring agile, product strategy, sql, user research, stakeholder management, analytics, roadmap. Based in Pune. Looking for 7 years of industry experience.",2023-09-20
Senior Data Scientist,McKinsey,Jaipur,3249000,7 years,"Senior Data Scientist position at McKinsey requiring statistical modeling, pytorch, sql, deep learning, spark, python. Based in Jaipur. Looking for 7 years of industry experience.",2025-07-10
Blockchain Developer,Apple,Ahmedabad,2680000,8 years,"Blockchain Developer position at Apple requiring ethereum, security, rust, smart contracts, typescript, defi, python. Based in Ahmedabad. Looking for 8 years of industry experience.",2024-01-20
Business Analyst,Apple,Delhi,1510000,10+ years,"Business Analyst position at Apple requiring requirements gathering, power bi, python, excel, sql, reporting, agile. Based in Delhi. Looking for 10+ years of industry experience.",2024-02-02
Computer Vision Engineer,Adobe,Kolkata,3021000,8 years,"Computer Vision Engineer position at Adobe requiring cuda, pytorch, deep learning, python, image segmentation, onnx, tensorflow. Based in Kolkata. Looking for 8 years of industry experience.",2025-08-13
AI Engineer,PhonePe,"San Francisco, US",17995000,7 years,"AI Engineer position at PhonePe requiring docker, vector databases, llm, langchain, aws. Based in San Francisco, US. Looking for 7 years of industry experience.",2025-11-24
AI Research Scientist,Anthropic,Ahmedabad,1946000,2 years,"AI Research Scientist position at Anthropic requiring python, computer vision, transformers, nlp, statistics, reinforcement learning. Based in Ahmedabad. Looking for 2 years of industry experience.",2023-01-09
AI Research Scientist,IBM,"Dubai, UAE",6989000,3 years,"AI Research Scientist position at IBM requiring python, computer vision, pytorch, transformers, latex, deep learning, statistics. Based in Dubai, UAE. Looking for 3 years of industry experience.",2024-06-04
NLP Engineer,Netflix,Jaipur,2352000,6 years,"NLP Engineer position at Netflix requiring nltk, ner, llm, text classification, spacy, pytorch. Based in Jaipur. Looking for 6 years of industry experience.",2023-11-03
Agentic AI Developer,Morgan Stanley,Mumbai,1930000,2 years,"Agentic AI Developer position at Morgan Stanley requiring fastapi, langchain, openai api, docker. Based in Mumbai. Looking for 2 years of industry experience.",2026-01-24
AI Research Scientist,Krutrim,Ahmedabad,3355000,1 year,"AI Research Scientist position at Krutrim requiring computer vision, pytorch, statistics, nlp, reinforcement learning, transformers, python. Based in Ahmedabad. Looking for 1 year of industry experience.",2025-04-14
Generative AI Engineer,Genpact,Kolkata,2852000,10+ years,"Generative AI Engineer position at Genpact requiring prompt engineering, pytorch, fastapi, llm, openai api. Based in Kolkata. Looking for 10+ years of industry experience.",2024-05-07
Software Engineer,TCS,Kolkata,2333000,8 years,"Software Engineer position at TCS requiring sql, c++, spring boot, microservices, python, git. Based in Kolkata. Looking for 8 years of industry experience.",2025-06-06
Full Stack Developer,Zomato,"Austin, US",8940000,8 years,"Full Stack Developer position at Zomato requiring node.js, postgresql, aws, rest api, mongodb, typescript, python. Based in Austin, US. Looking for 8 years of industry experience.",2023-09-13
MLOps Engineer,Scale AI,Delhi,2601000,2 years,"MLOps Engineer position at Scale AI requiring monitoring, ci/cd, python, airflow. Based in Delhi. Looking for 2 years of industry experience.",2025-12-04
MLOps Engineer,TCS,Mumbai,3836000,3 years,"MLOps Engineer position at TCS requiring airflow, aws, terraform, python. Based in Mumbai. Looking for 3 years of industry experience.",2023-06-15
Computer Vision Engineer,JPMorgan,Ahmedabad,2184000,1 year,"Computer Vision Engineer position at JPMorgan requiring onnx, c++, tensorflow, cuda, pytorch, python. Based in Ahmedabad. Looking for 1 year of industry experience.",2025-07-27
ML Engineer,Snowflake,Jaipur,705000,2 years,"ML Engineer position at Snowflake requiring scikit-learn, pytorch, sql, tensorflow, docker. Based in Jaipur. Looking for 2 years of industry experience.",2026-04-10
Generative AI Engineer,Hexaware,Pune,2860000,8 years,"Generative AI Engineer position at Hexaware requiring rag, prompt engineering, vector databases, fastapi. Based in Pune. Looking for 8 years of industry experience.",2025-12-26
MLOps Engineer,Arm,Singapore,8699000,7 years,"MLOps Engineer position at Arm requiring kubeflow, kubernetes, python, aws, docker. Based in Singapore. Looking for 7 years of industry experience.",2023-02-25
AI Engineer,Snowflake,Pune,4075000,4 years,"AI Engineer position at Snowflake requiring python, fastapi, pytorch, vector databases, llm. Based in Pune. Looking for 4 years of industry experience.",2025-08-06
Blockchain Developer,EY,Mumbai,5138000,6 years,"Blockchain Developer position at EY requiring rust, ethereum, web3.js, defi, security, typescript. Based in Mumbai. Looking for 6 years of industry experience.",2025-09-12
Android Developer,LangChain,Delhi,5068000,12+ years,"Android Developer position at LangChain requiring ci/cd, git, kotlin, mvvm, firebase, java, jetpack compose. Based in Delhi. Looking for 12+ years of industry experience.",2023-07-03
Backend Developer,Oracle,Mumbai,2229000,5 years,"Backend Developer position at Oracle requiring django, python, fastapi, postgresql, rest api, java, redis. Based in Mumbai. Looking for 5 years of industry experience.",2023-08-06
Data Scientist,Wipro,Mumbai,4776000,8 years,"Data Scientist position at Wipro requiring machine learning, sql, statistics, tensorflow, numpy, spark, tableau. Based in Mumbai. Looking for 8 years of industry experience.",2024-08-24
Computer Vision Engineer,Netflix,"San Francisco, US",16262000,7 years,"Computer Vision Engineer position at Netflix requiring cuda, python, tensorflow, pytorch, yolo, onnx, image segmentation. Based in San Francisco, US. Looking for 7 years of industry experience.",2023-04-19
Computer Vision Engineer,Salesforce,Kolkata,838000,1 year,"Computer Vision Engineer position at Salesforce requiring image segmentation, pytorch, python, deep learning. Based in Kolkata. Looking for 1 year of industry experience.",2024-04-07
NLP Engineer,Amazon,"San Francisco, US",16797000,10+ years,"NLP Engineer position at Amazon requiring ner, text classification, llm, sql, python. Based in San Francisco, US. Looking for 10+ years of industry experience.",2025-04-03
MLOps Engineer,IBM,Noida,3138000,3 years,"MLOps Engineer position at IBM requiring python, monitoring, mlflow, kubernetes. Based in Noida. Looking for 3 years of industry experience.",2025-11-20
AI Engineer,Datadog,Noida,2587000,2 years,"AI Engineer position at Datadog requiring fastapi, prompt engineering, pytorch, aws, python, llm. Based in Noida. Looking for 2 years of industry experience.",2026-04-23
Software Engineer,Apple,"Berlin, Germany",2677000,1 year,"Software Engineer position at Apple requiring algorithms, data structures, spring boot, java, sql, python, c++. Based in Berlin, Germany. Looking for 1 year of industry experience.",2025-07-18
Security Engineer,Paytm,Pune,7360000,12+ years,"Security Engineer position at Paytm requiring devsecops, aws, penetration testing, splunk, kubernetes, zero trust. Based in Pune. Looking for 12+ years of industry experience.",2024-03-20
Blockchain Developer,Texas Instruments,Mumbai,5501000,9 years,"Blockchain Developer position at Texas Instruments requiring defi, solidity, security, typescript, web3.js, rust. Based in Mumbai. Looking for 9 years of industry experience.",2025-04-27
Site Reliability Engineer,Byju's,Delhi,1524000,2 years,"Site Reliability Engineer position at Byju's requiring monitoring, incident management, kubernetes, alerting. Based in Delhi. Looking for 2 years of industry experience.",2026-02-03
DevOps Engineer,Deloitte,"San Francisco, US",6988000,2 years,"DevOps Engineer position at Deloitte requiring jenkins, terraform, docker, monitoring, ansible, python, aws. Based in San Francisco, US. Looking for 2 years of industry experience.",2023-03-25
MLOps Engineer,Weights & Biases,Delhi,2791000,1 year,"MLOps Engineer position at Weights & Biases requiring python, kubeflow, ci/cd, terraform, aws, mlflow. Based in Delhi. Looking for 1 year of industry experience.",2024-02-02
DevOps Engineer,Paytm,Jaipur,1125000,3 years,"DevOps Engineer position at Paytm requiring aws, monitoring, ansible, terraform, jenkins, python. Based in Jaipur. Looking for 3 years of industry experience.",2023-06-09
ML Engineer,SAP,Singapore,7977000,5 years,"ML Engineer position at SAP requiring docker, scikit-learn, python, tensorflow. Based in Singapore. Looking for 5 years of industry experience.",2025-08-17
Product Manager,PhonePe,Chennai,6296000,6 years,"Product Manager position at PhonePe requiring user research, a/b testing, analytics, agile, stakeholder management. Based in Chennai. Looking for 6 years of industry experience.",2024-06-26
Data Analyst,Tech Mahindra,Gurugram,1587000,6 years,"Data Analyst position at Tech Mahindra requiring python, statistics, data visualization, sql, power bi, reporting, r. Based in Gurugram. Looking for 6 years of industry experience.",2025-09-02
Business Analyst,Deloitte,Bengaluru,1424000,10+ years,"Business Analyst position at Deloitte requiring reporting, sql, requirements gathering, python, jira. Based in Bengaluru. Looking for 10+ years of industry experience.",2026-01-03
Data Scientist,McKinsey,Remote,1096000,3 years,"Data Scientist position at McKinsey requiring python, numpy, spark, statistics. Remote-friendly role. Looking for 3 years of industry experience.",2026-03-22
Product Manager,Deutsche Bank,"New York, US",8231000,3 years,"Product Manager position at Deutsche Bank requiring agile, user research, analytics, roadmap, sql. Based in New York, US. Looking for 3 years of industry experience.",2025-05-26
Android Developer,Porter,Noida,1666000,2 years,"Android Developer position at Porter requiring mvvm, git, firebase, sqlite, jetpack compose, rest api. Based in Noida. Looking for 2 years of industry experience.",2023-07-03
Blockchain Developer,Intel,Noida,3227000,2 years,"Blockchain Developer position at Intel requiring python, hardhat, typescript, smart contracts, ethereum, web3.js. Based in Noida. Looking for 2 years of industry experience.",2025-07-30
Security Engineer,Wipro,Mumbai,3591000,15+ years,"Security Engineer position at Wipro requiring aws, zero trust, siem, devsecops. Based in Mumbai. Looking for 15+ years of industry experience.",2025-06-23
Backend Developer,Qualcomm,Remote,3091000,8 years,"Backend Developer position at Qualcomm requiring redis, docker, python, django, node.js. Remote-friendly role. Looking for 8 years of industry experience.",2023-04-06
AI Research Scientist,LangChain,Kolkata,2519000,1 year,"AI Research Scientist position at LangChain requiring deep learning, latex, reinforcement learning, python, computer vision, pytorch. Based in Kolkata. Looking for 1 year of industry experience.",2024-09-07
MLOps Engineer,Salesforce,Pune,2284000,3 years,"MLOps Engineer position at Salesforce requiring ci/cd, docker, monitoring, terraform, python, aws, mlflow. Based in Pune. Looking for 3 years of industry experience.",2026-04-14
ML Engineer,Salesforce,Chennai,2673000,5 years,"ML Engineer position at Salesforce requiring python, scikit-learn, mlflow, spark, docker, tensorflow. Based in Chennai. Looking for 5 years of industry experience.",2025-08-25
Data Scientist,NVIDIA,"San Francisco, US",4064000,3 years,"Data Scientist position at NVIDIA requiring spark, machine learning, numpy, statistics, tensorflow, scikit-learn, sql. Based in San Francisco, US. Looking for 3 years of industry experience.",2024-01-17
Frontend Developer,Samsung Semiconductor,Jaipur,512000,0 years,"Frontend Developer position at Samsung Semiconductor requiring graphql, html, javascript, redux, webpack, css, next.js. Based in Jaipur. Looking for 0 years of industry experience.",2023-04-01
Software Engineer,Deloitte,Hyderabad,2419000,12+ years,"Software Engineer position at Deloitte requiring spring boot, microservices, java, data structures, c++, algorithms. Based in Hyderabad. Looking for 12+ years of industry experience.",2026-01-30
Product Manager,McKinsey,Delhi,3595000,3 years,"Product Manager position at McKinsey requiring sql, stakeholder management, user research, analytics. Based in Delhi. Looking for 3 years of industry experience.",2024-12-30
Data Analyst,Byju's,Pune,897000,3 years,"Data Analyst position at Byju's requiring r, statistics, tableau, power bi. Based in Pune. Looking for 3 years of industry experience.",2025-11-08
Data Analyst,Hugging Face,Jaipur,571000,1 year,"Data Analyst position at Hugging Face requiring sql, power bi, data visualization, r, statistics, python, excel. Based in Jaipur. Looking for 1 year of industry experience.",2023-01-05
Senior Software Engineer,Google,Gurugram,2805000,4 years,"Senior Software Engineer position at Google requiring java, aws, kubernetes, system design, rest api, ci/cd. Based in Gurugram. Looking for 4 years of industry experience.",2023-12-24
Backend Developer,PwC,Jaipur,1331000,4 years,"Backend Developer position at PwC requiring python, rest api, django, redis, postgresql. Based in Jaipur. Looking for 4 years of industry experience.",2024-03-12
Cloud Architect,Adobe,Mumbai,6762000,9 years,"Cloud Architect position at Adobe requiring terraform, azure, devops, aws. Based in Mumbai. Looking for 9 years of industry experience.",2025-07-23
Data Analyst,Stripe,Mumbai,1045000,7 years,"Data Analyst position at Stripe requiring excel, python, statistics, tableau, data visualization, sql. Based in Mumbai. Looking for 7 years of industry experience.",2024-12-20
AI Research Scientist,Flipkart,Ahmedabad,4323000,5 years,"AI Research Scientist position at Flipkart requiring reinforcement learning, deep learning, nlp, transformers, python. Based in Ahmedabad. Looking for 5 years of industry experience.",2026-03-05
DevOps Engineer,Persistent Systems,"Berlin, Germany",6117000,4 years,"DevOps Engineer position at Persistent Systems requiring ansible, ci/cd, monitoring, kubernetes, linux, python, terraform. Based in Berlin, Germany. Looking for 4 years of industry experience.",2025-09-30
NLP Engineer,Deutsche Bank,Gurugram,1660000,0 years,"NLP Engineer position at Deutsche Bank requiring spacy, huggingface, llm, nltk, transformers. Based in Gurugram. Looking for 0 years of industry experience.",2024-03-18
Software Engineer,Cognizant,Pune,746000,1 year,"Software Engineer position at Cognizant requiring python, data structures, java, microservices. Based in Pune. Looking for 1 year of industry experience.",2025-10-14
Generative AI Engineer,Byju's,Hyderabad,2492000,5 years,"Generative AI Engineer position at Byju's requiring prompt engineering, openai api, pytorch, llm, python, langchain. Based in Hyderabad. Looking for 5 years of industry experience.",2023-10-09
AI Engineer,Oracle,Gurugram,2295000,7 years,"AI Engineer position at Oracle requiring openai api, docker, fastapi, pytorch, prompt engineering, python. Based in Gurugram. Looking for 7 years of industry experience.",2024-05-28
Frontend Developer,Porter,Remote,1396000,4 years,"Frontend Developer position at Porter requiring graphql, javascript, tailwind, next.js, css, html, typescript. Remote-friendly role. Looking for 4 years of industry experience.",2024-10-22
Android Developer,Zoho,"Berlin, Germany",6603000,6 years,"Android Developer position at Zoho requiring rest api, ci/cd, android sdk, java, git, jetpack compose, sqlite. Based in Berlin, Germany. Looking for 6 years of industry experience.",2023-03-10
Data Analyst,Texas Instruments,"San Francisco, US",6372000,5 years,"Data Analyst position at Texas Instruments requiring data visualization, r, excel, power bi, python, pandas, sql. Based in San Francisco, US. Looking for 5 years of industry experience.",2023-11-11
Embedded Systems Engineer,OpenAI,"Toronto, Canada",5455000,5 years,"Embedded Systems Engineer position at OpenAI requiring rtos, arm, c++, hardware debugging, c, firmware, microcontrollers. Based in Toronto, Canada. Looking for 5 years of industry experience.",2025-06-01
Data Analyst,Accenture,Chennai,1774000,5 years,"Data Analyst position at Accenture requiring excel, pandas, data visualization, power bi, tableau. Based in Chennai. Looking for 5 years of industry experience.",2026-04-17
Senior Software Engineer,Niramai,"New York, US",5367000,0 years,"Senior Software Engineer position at Niramai requiring java, kubernetes, aws, grpc. Based in New York, US. Looking for 0 years of industry experience.",2024-08-19
Security Engineer,Hugging Face,Chennai,3237000,5 years,"Security Engineer position at Hugging Face requiring aws, devsecops, kubernetes, threat modeling. Based in Chennai. Looking for 5 years of industry experience.",2025-07-08
Data Engineer,Visa,Remote,1893000,7 years,"Data Engineer position at Visa requiring snowflake, hadoop, kafka, spark, sql. Remote-friendly role. Looking for 7 years of industry experience.",2025-07-18
Generative AI Engineer,Artivatic,Ahmedabad,2084000,1 year,"Generative AI Engineer position at Artivatic requiring openai api, langchain, stable diffusion, llm, rag, pytorch, prompt engineering. Based in Ahmedabad. Looking for 1 year of industry experience.",2026-03-31
Generative AI Engineer,KPMG,"Seattle, US",10644000,10+ years,"Generative AI Engineer position at KPMG requiring langchain, openai api, prompt engineering, stable diffusion, rag, python, llm. Based in Seattle, US. Looking for 10+ years of industry experience.",2024-04-02
Senior Software Engineer,JPMorgan,"New York, US",15729000,8 years,"Senior Software Engineer position at JPMorgan requiring rest api, java, kubernetes, grpc, aws, java. Based in New York, US. Looking for 8 years of industry experience.",2024-01-10
DevOps Engineer,Cohere,Bengaluru,2493000,4 years,"DevOps Engineer position at Cohere requiring python, aws, ansible, monitoring, docker, terraform, ci/cd. Based in Bengaluru. Looking for 4 years of industry experience.",2023-03-13
Data Engineer,Scale AI,Jaipur,1199000,3 years,"Data Engineer position at Scale AI requiring aws, hadoop, postgres, python, dbt, airflow, snowflake. Based in Jaipur. Looking for 3 years of industry experience.",2023-05-29
DevOps Engineer,TCS,Mumbai,2253000,4 years,"DevOps Engineer position at TCS requiring ci/cd, jenkins, docker, python, ansible, kubernetes. Based in Mumbai. Looking for 4 years of industry experience.",2023-12-29
Product Manager,Cohere,"San Francisco, US",13367000,9 years,"Product Manager position at Cohere requiring sql, agile, stakeholder management, product strategy, roadmap. Based in San Francisco, US. Looking for 9 years of industry experience.",2026-02-15
Frontend Developer,Samsung Semiconductor,"Dubai, UAE",4724000,6 years,"Frontend Developer position at Samsung Semiconductor requiring tailwind, next.js, html, typescript, graphql. Based in Dubai, UAE. Looking for 6 years of industry experience.",2025-04-27
Senior Software Engineer,Paytm,Noida,4143000,6 years,"Senior Software Engineer position at Paytm requiring system design, python, ci/cd, distributed systems. Based in Noida. Looking for 6 years of industry experience.",2026-04-02
Data Scientist,Dream11,Remote,944000,2 years,"Data Scientist position at Dream11 requiring scikit-learn, tensorflow, statistics, machine learning, numpy, sql, spark. Remote-friendly role. Looking for 2 years of industry experience.",2024-09-17
ML Engineer,PwC,Bengaluru,2288000,3 years,"ML Engineer position at PwC requiring spark, mlflow, python, docker, tensorflow, fastapi, pytorch. Based in Bengaluru. Looking for 3 years of industry experience.",2023-03-21
Business Analyst,Persistent Systems,Kolkata,929000,3 years,"Business Analyst position at Persistent Systems requiring excel, jira, tableau, agile, reporting. Based in Kolkata. Looking for 3 years of industry experience.",2024-04-29
Cloud Architect,SAP,"Berlin, Germany",7831000,5 years,"Cloud Architect position at SAP requiring networking, docker, aws, azure, ci/cd. Based in Berlin, Germany. Looking for 5 years of industry experience.",2023-07-27
Product Manager,Samsung Semiconductor,"San Francisco, US",15299000,5 years,"Product Manager position at Samsung Semiconductor requiring analytics, go-to-market, roadmap, stakeholder management, sql. Based in San Francisco, US. Looking for 5 years of industry experience.",2024-04-15
Data Scientist,CRED,Jaipur,1201000,4 years,"Data Scientist position at CRED requiring machine learning, tensorflow, tableau, scikit-learn, sql, spark. Based in Jaipur. Looking for 4 years of industry experience.",2025-09-20
Site Reliability Engineer,KPMG,Ahmedabad,1918000,2 years,"Site Reliability Engineer position at KPMG requiring python, docker, aws, monitoring, ci/cd, alerting, linux. Based in Ahmedabad. Looking for 2 years of industry experience.",2023-09-30
Embedded Systems Engineer,Razorpay,Hyderabad,3002000,6 years,"Embedded Systems Engineer position at Razorpay requiring python, rtos, c++, c, can bus, microcontrollers, linux. Based in Hyderabad. Looking for 6 years of industry experience.",2023-01-04
Blockchain Developer,Scale AI,Delhi,4072000,5 years,"Blockchain Developer position at Scale AI requiring web3.js, defi, hardhat, solidity, python, typescript. Based in Delhi. Looking for 5 years of industry experience.",2025-05-30
Senior Software Engineer,Netflix,Ahmedabad,5014000,10+ years,"Senior Software Engineer position at Netflix requiring distributed systems, rest api, ci/cd, aws, python, java, grpc. Based in Ahmedabad. Looking for 10+ years of industry experience.",2024-09-24
Data Scientist,Databricks,Pune,3630000,5 years,"Data Scientist position at Databricks requiring machine learning, scikit-learn, tensorflow, pandas, python, spark, statistics. Based in Pune. Looking for 5 years of industry experience.",2023-04-10
Generative AI Engineer,Swiggy,Pune,4695000,8 years,"Generative AI Engineer position at Swiggy requiring rag, stable diffusion, openai api, pytorch, langchain, fastapi. Based in Pune. Looking for 8 years of industry experience.",2023-04-18
AI Research Scientist,Cohere,Delhi,9620000,6 years,"AI Research Scientist position at Cohere requiring research, nlp, python, statistics, pytorch, latex, computer vision. Based in Delhi. Looking for 6 years of industry experience.",2025-07-21
Business Analyst,Porter,Kolkata,1143000,5 years,"Business Analyst position at Porter requiring requirements gathering, sql, reporting, excel, power bi, python, tableau. Based in Kolkata. Looking for 5 years of industry experience.",2024-03-11
ML Engineer,Atlassian,Delhi,1685000,0 years,"ML Engineer position at Atlassian requiring kubernetes, python, sql, fastapi, scikit-learn, docker, mlflow. Based in Delhi. Looking for 0 years of industry experience.",2023-02-03
Product Manager,Samsung Semiconductor,Pune,2446000,3 years,"Product Manager position at Samsung Semiconductor requiring stakeholder management, product strategy, jira, agile, sql, a/b testing, analytics. Based in Pune. Looking for 3 years of industry experience.",2025-10-20
Embedded Systems Engineer,HCL Technologies,Remote,1550000,1 year,"Embedded Systems Engineer position at HCL Technologies requiring hardware debugging, microcontrollers, can bus, c++, c. Remote-friendly role. Looking for 1 year of industry experience.",2024-12-26
Backend Developer,Porter,Bengaluru,1461000,3 years,"Backend Developer position at Porter requiring python, redis, node.js, rest api, fastapi. Based in Bengaluru. Looking for 3 years of industry experience.",2025-02-25
Frontend Developer,Netflix,Noida,944000,6 years,"Frontend Developer position at Netflix requiring redux, tailwind, javascript, css, react, webpack, graphql. Based in Noida. Looking for 6 years of industry experience.",2023-04-11
Data Scientist,OpenAI,"London, UK",12326000,6 years,"Data Scientist position at OpenAI requiring tensorflow, sql, tableau, machine learning, spark. Based in London, UK. Looking for 6 years of industry experience.",2026-04-30
Senior Software Engineer,Netflix,Delhi,3476000,10+ years,"Senior Software Engineer position at Netflix requiring java, kubernetes, rest api, java, grpc. Based in Delhi. Looking for 10+ years of industry experience.",2023-05-19
QA Engineer,Cognizant,Kolkata,1008000,6 years,"QA Engineer position at Cognizant requiring postman, ci/cd, test planning, python, jira. Based in Kolkata. Looking for 6 years of industry experience.",2023-06-26
Software Engineer,Flipkart,Ahmedabad,1436000,7 years,"Software Engineer position at Flipkart requiring git, microservices, spring boot, java, data structures. Based in Ahmedabad. Looking for 7 years of industry experience.",2024-04-23
Software Engineer,OpenAI,Pune,1139000,3 years,"Software Engineer position at OpenAI requiring algorithms, c++, microservices, linux, sql, spring boot. Based in Pune. Looking for 3 years of industry experience.",2025-08-18
Business Analyst,Mad Street Den,Remote,793000,4 years,"Business Analyst position at Mad Street Den requiring tableau, sql, jira, reporting, python, excel, agile. Remote-friendly role. Looking for 4 years of industry experience.",2023-11-03
Business Analyst,Zoho,"San Francisco, US",6584000,7 years,"Business Analyst position at Zoho requiring reporting, jira, tableau, sql, power bi, stakeholder management. Based in San Francisco, US. Looking for 7 years of industry experience.",2023-01-22
Generative AI Engineer,TCS,Mumbai,5210000,7 years,"Generative AI Engineer position at TCS requiring stable diffusion, llm, openai api, python, langchain, prompt engineering. Based in Mumbai. Looking for 7 years of industry experience.",2023-01-20
Data Scientist,Databricks,Bengaluru,3892000,4 years,"Data Scientist position at Databricks requiring machine learning, pandas, numpy, sql, python, spark, statistics. Based in Bengaluru. Looking for 4 years of industry experience.",2023-11-30
Business Analyst,Meesho,Mumbai,874000,4 years,"Business Analyst position at Meesho requiring jira, reporting, excel, tableau, python. Based in Mumbai. Looking for 4 years of industry experience.",2023-07-30
Data Engineer,Hugging Face,"San Francisco, US",10279000,9 years,"Data Engineer position at Hugging Face requiring airflow, hadoop, postgres, kafka, dbt. Based in San Francisco, US. Looking for 9 years of industry experience.",2023-09-27
Senior Data Scientist,Together AI,Kolkata,4893000,7 years,"Senior Data Scientist position at Together AI requiring sql, pytorch, statistical modeling, python, mlops, aws. Based in Kolkata. Looking for 7 years of industry experience.",2023-02-02
Embedded Systems Engineer,Netflix,Remote,3352000,9 years,"Embedded Systems Engineer position at Netflix requiring c++, c, python, rtos, microcontrollers, linux. Remote-friendly role. Looking for 9 years of industry experience.",2023-06-20
Data Scientist,Atlassian,Bengaluru,3426000,3 years,"Data Scientist position at Atlassian requiring pandas, statistics, sql, tableau, python, numpy, machine learning. Based in Bengaluru. Looking for 3 years of industry experience.",2024-03-26
Generative AI Engineer,Apple,"Amsterdam, NL",5824000,7 years,"Generative AI Engineer position at Apple requiring stable diffusion, langchain, prompt engineering, rag, fastapi. Based in Amsterdam, NL. Looking for 7 years of industry experience.",2025-12-04
ML Engineer,Zoho,Pune,2834000,6 years,"ML Engineer position at Zoho requiring mlflow, tensorflow, sql, python, scikit-learn, kubernetes, pytorch. Based in Pune. Looking for 6 years of industry experience.",2025-09-04
Senior Data Scientist,Capgemini,Ahmedabad,2707000,4 years,"Senior Data Scientist position at Capgemini requiring python, deep learning, spark, aws, statistical modeling, mlops, sql. Based in Ahmedabad. Looking for 4 years of industry experience.",2026-03-28
Software Engineer,Anthropic,Bengaluru,2577000,8 years,"Software Engineer position at Anthropic requiring linux, algorithms, microservices, java, spring boot. Based in Bengaluru. Looking for 8 years of industry experience.",2023-03-06
DevOps Engineer,AMD,Noida,1087000,2 years,"DevOps Engineer position at AMD requiring ansible, ci/cd, kubernetes, monitoring, aws. Based in Noida. Looking for 2 years of industry experience.",2024-07-12
LLM Engineer,Google,Delhi,10904000,15+ years,"LLM Engineer position at Google requiring vector databases, huggingface, python, vllm. Based in Delhi. Looking for 15+ years of industry experience.",2025-09-20
AI Research Scientist,Flipkart,Bengaluru,4067000,5 years,"AI Research Scientist position at Flipkart requiring pytorch, python, computer vision, statistics, deep learning. Based in Bengaluru. Looking for 5 years of industry experience.",2023-06-06
